candidate_id,composition,n_elements,Al,Co,Cr,Cu,Fe,Mn,Mo,Nb,Ni,Ti,V,W,composition_sum,valid_composition,Predicted_YS_MPa,Predicted_UTS_MPa,Predicted_Elongation_pct,Predicted_Hardness_HV,UTS_to_YS_Ratio,UTS_YS_Consistency,YS_Score,UTS_Score,Elongation_Score,Hardness_Score,Balanced_Score,Pareto_Optimal,Overall_Rank,YS_Ensemble_Mean_MPa,YS_Uncertainty_STD_MPa,YS_Relative_Uncertainty,Uncertainty_Risk,Predicted_YS_MPa_Normalized,Predicted_UTS_MPa_Normalized,Predicted_Elongation_pct_Normalized,Predicted_Hardness_HV_Normalized,Performance_Score,Uncertainty_Penalty,Uncertainty_Aware_Score,Final_Rank
CAND_03139,Al37.99Cr37.74Nb10.98Ni13.29,4,37.99,0.0,37.74,0.0,0.0,0.0,0.0,10.98,13.29,0.0,0.0,0.0,100.0,True,1061.3383,1737.9778,55.950146,535.7124666666666,1.6375343004983731,True,0.58712363,0.9168334411097392,0.6570432146481477,0.7122926820208817,0.7222918280274,False,123,1290.0698120117188,231.7102262678338,0.1796106103021725,High,0.5871236813400185,0.9168334411097391,0.6570432146481477,0.7122926820208817,0.7183232547796968,0.1796106103021725,0.6089494690079881,11
CAND_04371,Al36.49Co19.97Cr24.13Ni8.49Ti10.92,5,36.49,19.97,24.13,0.0,0.0,0.0,0.0,0.0,8.49,10.92,0.0,0.0,100.0,True,1012.35913,1809.0658,53.328842,562.8677333333333,1.7869802769144918,True,0.54627645,0.9726604753746416,0.6101594861710025,0.7704840770791797,0.7237935667246342,False,8,1262.3872599283854,250.82902958993017,0.198694202287941,High,0.5462764531045149,0.9726604753746417,0.6101594861710025,0.7704840770791797,0.7248951229323347,0.198694202287941,0.6047373229542041,12
CAND_03250,Al37.19Co17.76Cr7.16Nb28.56Ti9.33,5,37.19,17.76,7.16,0.0,0.0,0.0,0.0,28.56,0.0,9.33,0.0,0.0,100.0,True,1099.3997,1622.9808,52.23136,576.6029333333333,1.4762427729444847,True,0.6188658,0.8265236636598041,0.5905303061535171,0.7999174263891259,0.7012370259895716,False,22,1373.2309977213542,242.14374108974815,0.1763313976246858,High,0.6188658013629343,0.8265236636598041,0.5905303061535171,0.7999174263891259,0.7089592993913454,0.1763313976246858,0.6026867095640869,13
CAND_02513,Al37.55Co9.84Cr21.02Cu5.61Ti15.94W10.04,6,37.55,9.84,21.02,5.61,0.0,0.0,0.0,0.0,0.0,15.94,0.0,10.04,100.0,True,1135.5042,1604.733,52.279263,565.8024333333334,1.4132339361753592,True,0.6489759,0.812193248458095,0.5913870824927898,0.7767728861405623,0.7027134536888193,False,21,1362.834578450521,237.5829621881517,0.1743300074307421,High,0.648975922702858,0.812193248458095,0.5913870824927898,0.7767728861405623,0.7073322849485761,0.1743300074307421,0.6023283748799991,14
CAND_00792,Al43.54Cr22.27Fe13.73W20.46,4,43.54,0.0,22.27,0.0,13.73,0.0,0.0,0.0,0.0,0.0,0.0,20.46,100.0,True,907.08057,1777.7228,49.013107,618.6953333333333,1.959829000684179,True,0.45847714,0.948046099742118,0.532969756204805,0.8901178102564138,0.688717082354187,False,132,1337.6447672526042,238.93502518564756,0.1786236757583984,High,0.45847714232352027,0.948046099742118,0.532969756204805,0.8901178102564138,0.7074027021317142,0.1786236757583984,0.6001938673737639,15
CAND_04467,Al36.23Co7.15Cr22.66Fe17.86Ti16.10,5,36.23,7.15,22.66,0.0,17.86,0.0,0.0,0.0,0.0,16.1,0.0,0.0,100.0,True,1198.2494,1724.7285,48.215652,519.4071666666667,1.4393735685574016,True,0.7013036,0.9064284624201436,0.5187067543962617,0.6773518300126503,0.7135990911471889,False,124,1356.8843180338542,228.83651940672425,0.1686485106838818,Medium,0.7013036266039718,0.9064284624201435,0.5187067543962617,0.6773518300126503,0.7009476683582568,0.1686485106838818,0.5997934040476114,16
CAND_02476,Al28.16Co11.76Cr32.84Ni5.45Ti8.12W13.67,6,28.16,11.76,32.84,0.0,0.0,0.0,0.0,0.0,5.45,8.12,0.0,13.67,100.0,True,1068.8793,1759.1621,61.04905,480.71906666666666,1.6458005551457535,True,0.59341264,0.9334699570052204,0.7482404320128756,0.5944465675164271,0.734291880486117,False,5,1354.2581380208333,271.6286118371869,0.2005737342174334,High,0.5934126598613764,0.9334699570052203,0.7482404320128756,0.5944465675164271,0.7173924040989749,0.2005737342174334,0.5975413118350376,17
CAND_02500,Al19.26Cr29.14Fe9.73Nb24.48Ti17.39,5,19.26,0.0,29.14,0.0,9.73,0.0,0.0,24.48,0.0,17.39,0.0,0.0,100.0,True,1323.7448,1612.653,58.4666,371.543,1.2182507230418116,True,0.80596316,0.8184130058204914,0.7020516326192137,0.3604916701369964,0.7168995139642096,False,14,1350.213777669271,171.68832335677808,0.1271564001169838,Low,0.8059632042633285,0.8184130058204914,0.7020516326192137,0.3604916701369964,0.6717298782100074,0.1271564001169838,0.5959509063163646,18
CAND_04367,Al23.99Cr44.48Ni23.42Ti8.11,4,23.99,0.0,44.48,0.0,0.0,0.0,0.0,0.0,23.42,8.11,0.0,0.0,100.0,True,1306.1501,1665.7268,60.027218,369.86143333333337,1.2752950374682872,True,0.7912898,0.8600930763129594,0.7299643014926237,0.3568882177600407,0.7314391877420011,False,6,1344.710575358073,208.39461438067784,0.1549735818246138,Low,0.7912897272192052,0.8600930763129594,0.7299643014926237,0.35688821776004076,0.6845588306962073,0.1549735818246138,0.5927051851824603,19
CAND_02875,Al18.25Cr39.27Fe12.40Nb30.08,4,18.25,0.0,39.27,0.0,12.4,0.0,0.0,30.08,0.0,0.0,0.0,0.0,100.0,True,1181.0442,1707.6715,58.19433,361.429,1.4458997514654608,True,0.686955,0.8930332097269119,0.6971819064247422,0.3388182401963479,0.6991146770328602,False,127,1440.1081461588542,153.7267308063366,0.106746657337066,Low,0.6869549814301668,0.8930332097269119,0.6971819064247422,0.3388182401963479,0.6539970844445422,0.106746657337066,0.5909185088646387,20
CAND_04438,Al36.84Cr30.36Mo5.06Ni16.10Ti11.64,5,36.84,0.0,30.36,0.0,0.0,0.0,5.06,0.0,16.1,11.64,0.0,0.0,100.0,True,1183.0824,1604.3557,55.072083,506.8092,1.3560811178014098,True,0.6886548,0.811896946128192,0.641338486284773,0.6503554736803757,0.7080534754792319,False,126,1421.750907389323,258.0192382823989,0.1814799181357192,High,0.6886547819900701,0.811896946128192,0.641338486284773,0.6503554736803757,0.6980614220208526,0.1814799181357192,0.5908364681494864,21
CAND_03443,Al31.56Co15.61Cr12.97Nb30.57Ti9.29,5,31.56,15.61,12.97,0.0,0.0,0.0,0.0,30.57,0.0,9.29,0.0,0.0,100.0,True,1137.7124,1616.4197,51.15439,528.6267333333334,1.4207630124011013,True,0.6508175,0.8213710815852561,0.5712679966090952,0.6971085664406845,0.6890398745546467,False,131,1409.5215250651042,226.0012024771277,0.160338950812893,Medium,0.6508174984051337,0.8213710815852561,0.5712679966090952,0.6971085664406845,0.6851412857600424,0.160338950812893,0.5904665057395999,22
CAND_02137,Al18.37Cr36.64Nb15.18Ti24.76W5.05,5,18.37,0.0,36.64,0.0,0.0,0.0,0.0,15.18,0.0,24.76,0.0,5.05,100.0,True,1225.6493,1719.69,56.201027,356.962,1.4030848883409317,True,0.72415435,0.9024716129920584,0.6615303846536392,0.3292458443544578,0.7027572656369636,False,20,1414.1574300130208,156.1514729033803,0.1104201481315574,Low,0.7241543602715694,0.9024716129920584,0.6615303846536392,0.3292458443544578,0.6543505505679311,0.1104201481315574,0.5892819503221106,23
CAND_01246,Al18.51Co8.78Cr22.40Nb27.35Ti10.61W12.35,6,18.51,8.78,22.4,0.0,0.0,0.0,0.0,27.35,0.0,10.61,0.0,12.35,100.0,True,1210.4055,1743.1118,51.998413,369.851,1.4401056296304364,True,0.7114415,0.9208652888747066,0.5863638974128424,0.3568658600263006,0.6898129010428984,False,27,1536.591707356771,144.12865661794424,0.0937976275206332,Low,0.7114414666521722,0.9208652888747066,0.5863638974128424,0.3568658600263006,0.6438841282415055,0.0937976275206332,0.5886684264446893,24
CAND_00234,Al28.83Cr27.96Cu11.01Nb14.59Ti7.97V9.64,6,28.83,0.0,27.96,11.01,0.0,0.0,0.0,14.59,0.0,7.97,9.64,0.0,100.0,True,1243.8129,1302.466,64.59675,480.2567333333333,1.047155914995267,True,0.7393023,0.5748160516576607,0.8116933560225933,0.5934558270468576,0.6861772148097081,False,29,1367.7580851236978,214.78921721113903,0.1570374319459525,Medium,0.739302283659785,0.5748160516576607,0.8116933560225933,0.5934558270468574,0.6798168795967241,0.1570374319459525,0.5875495993706794,25
CAND_00187,Al42.89Co17.82Mo6.98Ni19.95W12.36,5,42.89,17.82,0.0,0.0,0.0,0.0,6.98,0.0,19.95,0.0,0.0,12.36,100.0,True,925.708,1551.5797,61.154396,567.3333999999999,1.676100548883087,True,0.4740119,0.7704507447951331,0.7501246138018453,0.7800536157027003,0.6778779886566377,False,138,1364.726611328125,257.5201922860682,0.1886972747131051,High,0.47401188667812794,0.7704507447951331,0.7501246138018453,0.7800536157027003,0.6936602152444515,0.1886972747131051,0.583546568163764,26
CAND_02950,Al40.33Co15.00Cr10.18Cu7.01Ni7.99Ti19.49,6,40.33,15.0,10.18,7.01,0.0,0.0,0.0,0.0,7.99,19.49,0.0,0.0,100.0,True,1086.7058,1443.8112,52.903336,583.8076,1.3286127542406487,True,0.60827947,0.6858176739227335,0.6025490343617517,0.8153564058478686,0.6611698735540756,False,36,1415.7370361328126,229.5968344590883,0.1621747744102595,Medium,0.6082794514819817,0.6858176739227335,0.6025490343617517,0.8153564058478686,0.678000641403584,0.1621747744102595,0.5833895695659307,27
CAND_01216,Al28.11Co14.55Cr27.57Nb29.77,4,28.11,14.55,27.57,0.0,0.0,0.0,0.0,29.77,0.0,0.0,0.0,0.0,100.0,True,1055.3024,1691.6187,59.2238,490.3104666666667,1.6029706281650384,True,0.5820899,0.8804265782891499,0.7155946475472397,0.6150001107172117,0.7099036282327389,False,125,1255.374422200521,247.9416373783976,0.1975041334232265,High,0.5820899132115126,0.8804265782891499,0.7155946475472397,0.6150001107172117,0.6982778124412785,0.1975041334232265,0.5831109830453424,28
CAND_01991,Al42.97Co22.44Nb15.27Ni19.32,4,42.97,22.44,0.0,0.0,0.0,0.0,0.0,15.27,19.32,0.0,0.0,0.0,100.0,True,972.9954,1537.9686,62.774483,589.0488666666665,1.5806534796067913,True,0.5134483,0.7597616362805734,0.7791009244538539,0.8265879883968358,0.7007264156108596,False,23,1103.019608561198,258.7422535979824,0.2345762954617745,High,0.5134482270747405,0.7597616362805734,0.7791009244538539,0.8265879883968358,0.719724694051501,0.2345762954617745,0.582973038359123,29
CAND_04973,Al17.16Co17.69Cr33.86Mo6.13Ni7.54W17.62,6,17.16,17.69,33.86,0.0,0.0,0.0,6.13,0.0,7.54,0.0,0.0,17.62,100.0,True,1110.7784,1728.5272,65.303566,367.668,1.5561403913205312,True,0.6283554,0.9094116685176856,0.8243352203112458,0.3521878792510944,0.7202421056629092,False,11,1435.9241821289063,236.10737918519,0.1644288619996192,High,0.6283553120247795,0.9094116685176857,0.8243352203112458,0.3521878792510944,0.6785725200262014,0.1644288619996192,0.5827513746618411,30
CAND_02022,Al41.38Co10.40Cr5.85Cu21.25Fe10.16Mo10.96,6,41.38,10.4,5.85,21.25,10.16,0.0,10.96,0.0,0.0,0.0,0.0,0.0,100.0,True,930.81134,1495.2769,51.365692,589.889,1.606423165693939,True,0.47826797,0.7262348666608496,0.5750472704341372,0.8283883216913589,0.6293709161707803,False,223,1374.834822591146,166.3363697276201,0.1209864392393892,Low,0.47826792641386395,0.7262348666608496,0.5750472704341372,0.8283883216913589,0.6519845963000525,0.1209864392393892,0.5816168451979103,31
CAND_01556,Al13.24Cr30.94Fe7.00Nb18.53Ni7.87Ti22.42,6,13.24,0.0,30.94,0.0,7.0,0.0,0.0,18.53,7.87,22.42,0.0,0.0,100.0,True,1330.9757,1620.9166,60.79892,348.132,1.2178408593393244,True,0.8119936,0.8249026001310844,0.7437666941312762,0.3103239157034863,0.7235591295497605,False,9,1070.7207478841146,170.875845546883,0.1595895530039519,Low,0.8119935682455705,0.8249026001310844,0.7437666941312762,0.31032391570348633,0.6727466945528543,0.1595895530039519,0.5801593269015606,32
CAND_02644,Al26.16Cr29.03Ni20.41Ti24.40,4,26.16,0.0,29.03,0.0,0.0,0.0,0.0,0.0,20.41,24.4,0.0,0.0,100.0,True,1249.2795,1645.1664,56.98046,397.7257,1.3168921334151775,True,0.7438613,0.8439465233743468,0.675471051260079,0.4165989386862365,0.7076999648613308,False,17,1269.057234700521,203.49455039565123,0.1603509635589233,Low,0.7438612718556286,0.8439465233743468,0.675471051260079,0.41659893868623665,0.6699694462940728,0.1603509635589233,0.5773851768427056,33
CAND_02773,Al41.62Co14.14Nb34.90W9.34,4,41.62,14.14,0.0,0.0,0.0,0.0,0.0,34.9,0.0,0.0,0.0,9.34,100.0,True,899.4631,1505.942,52.878,621.4,1.6742677314747303,True,0.45212442,0.7346104139140935,0.6020958835083228,0.8959136777186253,0.6409314747377814,False,196,1370.1738850911458,223.90816893396013,0.1634158783569761,Medium,0.4521243900072377,0.7346104139140935,0.6020958835083228,0.8959136777186253,0.6711860912870699,0.1634158783569761,0.5769098598129385,34
CAND_04332,Al41.35Fe10.13Mn9.26Nb21.96Ti17.30,5,41.35,0.0,0.0,0.0,10.13,9.26,0.0,21.96,0.0,17.3,0.0,0.0,100.0,True,1196.7888,1425.5958,46.218178,604.763,1.191184090401418,True,0.7000856,0.6715127031829616,0.4829806315748883,0.8602620212105605,0.6612639550755819,False,35,1344.7497477213542,239.2809557885857,0.1779371635458875,High,0.7000855279395647,0.6715127031829616,0.4829806315748883,0.8602620212105605,0.6787102209769937,0.1779371635458875,0.5761854214140804,35
CAND_02697,Al44.15Co12.25Cu12.40Mn11.61Mo8.75W10.84,6,44.15,12.25,0.0,12.4,0.0,11.61,8.75,0.0,0.0,0.0,0.0,10.84,100.0,True,833.40814,1479.2227,52.43644,625.297,1.7749079056159924,True,0.39703646,0.7136271357710285,0.5941982954581123,0.9042646127076216,0.6173883483888817,False,264,1469.916064453125,194.97309790186097,0.1326423342236209,Low,0.3970364408401311,0.7136271357710285,0.5941982954581123,0.9042646127076215,0.6522816211942234,0.1326423342236209,0.5758937322798686,36
CAND_03633,Al43.70Co14.56Cu30.14Nb11.60,4,43.7,14.56,0.0,30.14,0.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,100.0,True,876.40607,1519.6853,49.46724,621.0386,1.7339967823190372,True,0.43289554,0.7454033421159396,0.5410922205448859,0.8951392286796149,0.6230336133709726,False,236,1318.6472086588542,178.41216783498763,0.1352993936994291,Low,0.43289548582525866,0.7454033421159396,0.5410922205448859,0.8951392286796149,0.6536325692914249,0.1352993936994291,0.5757358569192316,37
CAND_04388,Al42.30Cr17.43Fe17.90Mo13.68Ti8.69,5,42.3,0.0,17.43,0.0,17.9,0.0,13.68,0.0,0.0,8.69,0.0,0.0,100.0,True,1135.9569,1483.8636,44.05592,585.7433333333332,1.306267507164112,True,0.6493535,0.7172717408143547,0.4443072396411273,0.8195045154764801,0.6439900637105649,False,188,1418.5702311197915,201.8285167304063,0.142276013060761,Low,0.6493534615672815,0.7172717408143547,0.4443072396411273,0.8195045154764801,0.6576092393748109,0.142276013060761,0.5757008217416106,38
CAND_03602,Al41.76Co29.17Fe7.41Mn11.14Nb10.52,5,41.76,29.17,0.0,0.0,7.41,11.14,0.0,10.52,0.0,0.0,0.0,0.0,100.0,True,925.32074,1542.7928,50.78679,644.3632,1.6673059769776035,True,0.47368896,0.7635501910113401,0.564693231305949,0.9451218353627916,0.6541133373976182,False,167,1178.672713216146,229.9648257525117,0.1951049033153791,Medium,0.47368892290380343,0.7635501910113401,0.564693231305949,0.9451218353627916,0.686763545145971,0.1951049033153791,0.574647081809135,39
CAND_00931,Al28.40Cr28.61Cu10.90Fe12.54W19.55,5,28.4,0.0,28.61,10.9,12.54,0.0,0.0,0.0,0.0,0.0,0.0,19.55,100.0,True,985.6029,1671.5964,62.754555,471.5360666666666,1.6960140752996726,True,0.52396256,0.8647026076026464,0.7787444992009674,0.5747681903021721,0.697500908781574,False,24,1341.5519897460938,262.5504648233993,0.195706515163151,High,0.523962521824511,0.8647026076026464,0.7787444992009674,0.5747681903021721,0.6855444547325742,0.195706515163151,0.5733383953662187,40
CAND_01793,Al43.79Co12.41Cu14.14Fe19.21Nb10.45,5,43.79,12.41,0.0,14.14,19.21,0.0,0.0,10.45,0.0,0.0,0.0,0.0,100.0,True,1098.38,1542.0435,45.871536,555.6193333333332,1.4039253201486697,True,0.6180154,0.7629617485629003,0.476780713745146,0.7549513808579222,0.6467310386490884,False,182,1393.1181233723958,194.4848100401736,0.1396039623469787,Low,0.6180154007001274,0.7629617485629003,0.476780713745146,0.7549513808579222,0.653177310966524,0.1396039623469787,0.5731616706748945,41
CAND_00953,Al35.70Cr27.98Fe25.75Nb10.57,4,35.7,0.0,27.98,0.0,25.75,0.0,0.0,10.57,0.0,0.0,0.0,0.0,100.0,True,1207.8201,1663.9615,51.393307,482.2487333333332,1.3776567748706297,True,0.7092853,0.8587067457988383,0.5755411826861675,0.5977245112906552,0.7039415977206974,False,19,1136.453633626302,224.10422800815667,0.1971961031908218,Medium,0.7092853169281145,0.8587067457988383,0.5755411826861675,0.5977245112906552,0.6853144391759438,0.1971961031908218,0.5724329016352563,42
CAND_03746,Al23.94Cr42.97Nb13.99Ti19.10,4,23.94,0.0,42.97,0.0,0.0,0.0,0.0,13.99,0.0,19.1,0.0,0.0,100.0,True,1186.7893,1708.0834,52.452003,409.0693333333333,1.439247379836082,True,0.69174623,0.8933566842291305,0.5944766498444368,0.440907366837552,0.6902861551445498,False,129,1226.6017618815104,178.72522480426088,0.1457076211354127,Low,0.6917462306680731,0.8933566842291305,0.5944766498444368,0.440907366837552,0.6551217328947981,0.1457076211354127,0.5718053374259334,43
CAND_00748,Al38.45Co16.28Cr7.72Mn29.21Ti8.34,5,38.45,16.28,7.72,0.0,0.0,29.21,0.0,0.0,0.0,8.34,0.0,0.0,100.0,True,1006.3184,1647.3596,51.42758,535.9299333333333,1.6370162431574764,True,0.5412387,0.8456688935570751,0.5761541776024752,0.7127586943369216,0.66702463715413,False,150,1418.6159912109374,241.47587312815227,0.1702193367509041,High,0.5412386568940227,0.8456688935570751,0.5761541776024752,0.7127586943369216,0.6689551055976237,0.1702193367509041,0.5716493349485808,44
CAND_02212,Al37.89Cr42.43Cu12.90Ni6.78,4,37.89,0.0,42.43,12.9,0.0,0.0,0.0,0.0,6.78,0.0,0.0,0.0,100.0,True,947.7438,1599.6176,53.01258,559.6871333333333,1.687816520861828,True,0.49238908,0.8081760076990543,0.6045029344182722,0.7636683255200315,0.6558455155753425,False,163,1325.5651082356771,223.9254244475225,0.1689282729730012,Medium,0.4923891142210183,0.8081760076990543,0.6045029344182722,0.7636683255200315,0.667184095464594,0.1689282729730012,0.5707656413919282,45
CAND_00146,Al26.41Cr30.09Mn24.25Nb10.00Ti9.25,5,26.41,0.0,30.09,0.0,0.0,24.25,0.0,10.0,0.0,9.25,0.0,0.0,100.0,True,1083.8983,1827.7205,52.207985,416.44773333333336,1.6862472004815696,True,0.6059381,0.9873104384640724,0.5901122290616753,0.4567186418498202,0.6940104111542342,False,128,1367.3387451171875,219.62740019327885,0.1606239865414299,Medium,0.6059380767042717,0.9873104384640725,0.5901122290616753,0.45671864184982025,0.6600198465199599,0.1606239865414299,0.5686767240497659,46
CAND_03794,Al21.49Cr20.84Fe8.04Mn9.99Nb29.51W10.13,6,21.49,0.0,20.84,0.0,8.04,9.99,0.0,29.51,0.0,0.0,0.0,10.13,100.0,True,1149.6812,1737.6738,53.573013,383.0371333333333,1.5114397556727472,True,0.6607991,0.916594702948354,0.6145266434583653,0.3851226068117513,0.6846181915792632,False,134,1385.1490397135417,185.16956472868864,0.1336820511148626,Low,0.6607991356052966,0.9165947029483541,0.6145266434583653,0.3851226068117513,0.6442607722059419,0.1336820511148626,0.5682905287001554,47
CAND_00379,Al21.70Co20.34Cr33.44Mo10.96Ni13.56,5,21.7,20.34,33.44,0.0,0.0,0.0,10.96,0.0,13.56,0.0,0.0,0.0,100.0,True,1025.0983,1779.5875,64.418045,375.403,1.7360164951792805,True,0.55690056,0.9495104913524286,0.8084971007628036,0.3687633173162433,0.7093621003715546,False,16,1278.323327636719,234.4106433145123,0.1833735161102594,High,0.55690055687191,0.9495104913524286,0.8084971007628036,0.3687633173162433,0.6709178665758464,0.1833735161102594,0.5669535927938871,48
CAND_02939,Al22.36Cr25.80Mo10.74Nb13.42Ni27.68,5,22.36,0.0,25.8,0.0,0.0,0.0,10.74,13.42,27.68,0.0,0.0,0.0,100.0,True,1175.701,1714.5934,56.29593,346.79273333333333,1.4583583133525615,True,0.68249893,0.8984691363035245,0.6632277865893426,0.3074539827124001,0.6862154734513795,False,133,1170.3980305989585,149.21011386532692,0.1274866412659356,Low,0.6824989053082573,0.8984691363035245,0.6632277865893426,0.30745398271240015,0.6379124527283812,0.1274866412659356,0.5657827147398719,49
CAND_04082,Al33.80Cr27.14Mo21.15Nb17.91,4,33.8,0.0,27.14,0.0,0.0,0.0,21.15,17.91,0.0,0.0,0.0,0.0,100.0,True,954.70575,1604.5436,54.254337,527.2728333333333,1.680668206743951,True,0.49819523,0.812044508300969,0.6267125667320345,0.6942072754779947,0.6538811577634845,False,168,1091.574324544271,178.2838373565255,0.1633272543589356,Low,0.4981951815883128,0.812044508300969,0.6267125667320345,0.6942072754779947,0.6577898830248278,0.1633272543589356,0.5654383842208787,50
